"rfmo","lon","lat","year","month","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iccat",-34.5,-14.5,2001,3,9.196,0.089,0,0,NA,0,NA,0.089,NA
"iccat",-34.5,-14.5,2001,6,3,1.03395,0,0.1695,NA,0.37855,NA,0.4859,NA
"iccat",-34.5,-14.5,2001,9,3.6,2.4069,0,0,NA,2.4069,NA,0,NA
"iccat",-34.5,-14.5,2001,10,6.818,0.52771,0,0.1695,NA,0.07571,NA,0.2825,NA
"iccat",-34.5,-14.5,2001,10,7.2,5.9664,0,0,NA,5.7856,NA,0.1808,NA
"iccat",-34.5,-14.5,2001,11,5,4.25219,0,1.30967,NA,1.54471,NA,1.39781,NA
"iccat",-34.5,-14.5,2001,11,75.6,51.415,0,0.0904,NA,46.2283,NA,5.0963,NA
"iccat",-34.5,-14.5,2001,11,9.33,7.55744,0,0.25199,NA,6.40032,NA,0.90513,NA
"iccat",-34.5,-14.5,2001,12,11.22,5.04545,0,0,NA,4.77651,NA,0.26894,NA
"iccat",-34.5,-14.5,2001,12,101.648,66.33326,0,0.80795,NA,63.27209,NA,2.25322,NA
"iccat",-34.5,-14.5,2002,1,157.7,101.64463,0,1.45544,NA,90.59097,NA,9.59822,NA
"iccat",-34.5,-14.5,2002,1,27.5,16.82057,0,0,NA,13.782,NA,3.03857,NA
"iccat",-34.5,-14.5,2002,1,238.715,162.37767,0,1.56053,NA,142.536,NA,18.28114,NA
"iccat",-34.5,-14.5,2002,2,110.8,56.37118,0,0.0678,NA,51.23646,NA,5.06692,NA
"iccat",-34.5,-14.5,2002,2,27.4,17.79287,0,0.22261,NA,15.082,NA,2.48826,NA
"iccat",-34.5,-14.5,2002,2,253.606,130.64645,0,2.75268,NA,116.561,NA,11.33277,NA
"iccat",-34.5,-14.5,2002,3,14.1,4.97087,0,0,NA,4.78442,NA,0.18645,NA
"iccat",-34.5,-14.5,2002,3,33.3,11.76966,0,0.1469,NA,10.547,NA,1.07576,NA
"iccat",-34.5,-14.5,2002,6,3.05,2.9945,0,1.33114,NA,0,NA,1.66336,NA
"iccat",-34.5,-14.5,2002,7,7.32,4.76521,0,1.57861,NA,0.2373,NA,2.9493,NA
"iccat",-34.5,-14.5,2002,8,1.1,1.04525,0,0,NA,0.0904,NA,0.95485,NA
"iccat",-34.5,-14.5,2002,8,1,0.22261,0,0,NA,0.12091,NA,0.1017,NA
"iccat",-34.5,-14.5,2002,12,7.2,3.02817,0,0,NA,1.775,NA,1.25317,NA
"iccat",-34.5,-14.5,2004,1,0.9,0.81,0,0.62,NA,0,NA,0.19,NA
"iccat",-34.5,-14.5,2004,2,37.835,11.221,0,0.26,NA,10.803,NA,0.158,NA
"iccat",-34.5,-14.5,2004,11,30.502,4.543,0,2.924,NA,0.436,NA,1.183,NA
"iccat",-34.5,-14.5,2005,2,30.482,13.034,0,2.355,NA,8.608,NA,2.071,NA
"iccat",-34.5,-14.5,2005,3,13.623,5.574,0,2.26,NA,2.617,NA,0.697,NA
"iccat",-34.5,-14.5,2005,5,9.394,0.706,0,0.072,NA,0.528,NA,0.106,NA
"iccat",-34.5,-14.5,2005,6,1,0.0416,0,0,NA,0.0416,NA,0,NA
"iccat",-34.5,-14.5,2005,7,3.6,0.07,0,0,NA,0,NA,0.07,NA
"iccat",-34.5,-14.5,2005,7,2,0.0888,0,0,NA,0.0368,NA,0.052,NA
"iccat",-34.5,-14.5,2005,8,7.2,0.08,0,0,NA,0,NA,0.08,NA
"iccat",-34.5,-14.5,2006,1,135.974,39.545,0,0.243,NA,37.975,NA,1.327,NA
"iccat",-34.5,-14.5,2006,1,40,7.302,0,0,NA,0,NA,7.302,NA
"iccat",-34.5,-14.5,2006,3,39,3.32,0,0,NA,0,NA,3.32,NA
"iccat",-34.5,-14.5,2006,7,2.185,0.055,0,0.035,NA,0,NA,0.02,NA
"iccat",-34.5,-14.5,2007,1,1.504,0.3988,0,0,NA,0.36,NA,0.0388,NA
"iccat",-34.5,-14.5,2007,1,240.6,89.925,0,15.059,NA,6.109,NA,68.757,NA
"iccat",-34.5,-14.5,2007,1,23,4.53,0,0,NA,1.004,NA,3.526,NA
"iccat",-34.5,-14.5,2007,2,9.2,2.298,0,0.087,NA,0,NA,2.211,NA
"iccat",-34.5,-14.5,2007,3,6,2.324,0,0,NA,0.022,NA,2.302,NA
"iccat",-34.5,-14.5,2007,3,23,0.489,0,0,NA,0.177,NA,0.312,NA
"iccat",-34.5,-14.5,2007,3,23,0.119,0,0,NA,0,NA,0.119,NA
"iccat",-34.5,-14.5,2007,7,7.68,0.4,0,0.2,NA,0.05,NA,0.15,NA
"iccat",-34.5,-14.5,2007,7,3.345,0.0613,0,0,NA,0.0225,NA,0.0388,NA
"iccat",-34.5,-14.5,2007,8,6.72,0.45,0,0.25,NA,0.08,NA,0.12,NA
"iccat",-34.5,-14.5,2007,10,50.15,0.071,0,0,NA,0.071,NA,0,NA
"iccat",-34.5,-14.5,2007,10,2.55,0.0225,0,0,NA,0.0225,NA,0,NA
"iccat",-34.5,-14.5,2007,11,57.9,0.04,0,0,NA,0,NA,0.04,NA
"iccat",-34.5,-14.5,2008,1,19,9.896,0,0,NA,9.896,NA,0,NA
"iccat",-34.5,-14.5,2008,1,2.3,0.447,0,0,NA,0,NA,0.447,NA
"iccat",-34.5,-14.5,2008,1,17.7,11.049,0,0.268,NA,0.284,NA,10.497,NA
"iccat",-34.5,-14.5,2008,2,19.4,17.358,0,0.223,NA,0.074,NA,17.061,NA
"iccat",-34.5,-14.5,2008,2,18.8,17.22,0,0.314,NA,0.166,NA,16.74,NA
"iccat",-34.5,-14.5,2008,11,18.6,15.94,0,0.523,NA,0.157,NA,15.26,NA
"iccat",-34.5,-14.5,2008,12,19,1.434,0,0,NA,0,NA,1.434,NA
"iccat",-34.5,-14.5,2009,1,2.3,1.213,0,0.242,NA,0.068,NA,0.903,NA
"iccat",-34.5,-14.5,2009,1,18.8,15.71,0,0.607,NA,0.675,NA,14.428,NA
"iccat",-34.5,-14.5,2009,2,19.5,8.199,0,0.469,NA,0.252,NA,7.478,NA
"iccat",-34.5,-14.5,2009,10,2,2.32,0,0.292,NA,0.052,NA,1.976,NA
"iccat",-34.5,-14.5,2009,11,2,5.058,0,0.313,NA,0.447,NA,4.298,NA
"iccat",-34.5,-14.5,2009,12,2,1.263,0,0,NA,0.118,NA,1.145,NA
"iccat",-34.5,-14.5,2010,1,2,0.055,0,0.055,NA,0,NA,0,NA
"iccat",-34.5,-14.5,2010,1,1.6,5.366,0,0,NA,5.366,NA,0,NA
"iccat",-34.5,-14.5,2010,2,4,1.333,0,0,NA,0.141,NA,1.192,NA
"iccat",-34.5,-14.5,2010,11,2,0.972,0,0.439,NA,0.065,NA,0.468,NA
"iccat",-34.5,-14.5,2010,11,2,0.109,0,0,NA,0.109,NA,0,NA
"iccat",-34.5,-14.5,2010,12,2,0.432,0,0,NA,0,NA,0.432,NA
"iccat",-34.5,-14.5,2010,12,4,0.597,0,0,NA,0.18,NA,0.417,NA
"iccat",-34.5,-14.5,2011,1,NA,19.379,0,0.301,NA,3.028,NA,16.05,NA
"iccat",-34.5,-14.5,2011,1,24,7.519,0,0,NA,7.519,NA,0,NA
"iccat",-34.5,-14.5,2011,1,31.8,2.26757,0,0.23052,NA,0.359,NA,1.67805,NA
"iccat",-34.5,-14.5,2011,1,31.8,0,63,NA,5,NA,18,NA,40
"iccat",-34.5,-14.5,2011,2,2.355,0,39,NA,0,NA,39,NA,0
"iccat",-34.5,-14.5,2011,2,3.077,0,25,NA,0,NA,24,NA,1
"iccat",-34.5,-14.5,2011,2,NA,8.347,0,0.147,NA,1.6,NA,6.6,NA
"iccat",-34.5,-14.5,2011,2,5.8,0.49256,0,0,NA,0.14,NA,0.35256,NA
"iccat",-34.5,-14.5,2011,2,5.8,0,15,NA,0,NA,7,NA,8
"iccat",-34.5,-14.5,2011,10,NA,1.44,0,0,NA,0.253,NA,1.187,NA
"iccat",-34.5,-14.5,2011,11,NA,1.97,0,0.022,NA,0.863,NA,1.085,NA
"iccat",-34.5,-14.5,2011,12,NA,7.522,0,0.221,NA,0.909,NA,6.392,NA
"iccat",-34.5,-14.5,2012,1,19.8,2.2299,0,0.1171,NA,0.9646,NA,1.1482,NA
"iccat",-34.5,-14.5,2012,1,19.8,0,80,NA,3,NA,47,NA,30
"iccat",-34.5,-14.5,2012,2,36,4.7463,0,0,NA,1.9907,NA,2.7556,NA
"iccat",-34.5,-14.5,2012,2,36,0,169,NA,0,NA,97,NA,72
"iccat",-34.5,-14.5,2012,4,1.2,0,1,NA,0,NA,1,NA,0
"iccat",-34.5,-14.5,2012,5,8.952,0,114,NA,2,NA,93,NA,19
"iccat",-34.5,-14.5,2012,8,14,0,6,NA,0,NA,6,NA,0
"iccat",-34.5,-14.5,2012,10,30,0,20,NA,8,NA,12,NA,0
"iccat",-34.5,-14.5,2012,11,25,0,14,NA,0,NA,14,NA,0
"iccat",-34.5,-14.5,2012,12,22,0,27,NA,0,NA,27,NA,0
"iccat",-34.5,-14.5,2013,1,25.1,0.265,0,0.012,NA,0.16,NA,0.093,NA
"iccat",-34.5,-14.5,2013,1,14.8,0.084,0,0.004,NA,0.069,NA,0.011,NA
"iccat",-34.5,-14.5,2013,1,14.4,0.017,0,0.017,NA,0,NA,0,NA
"iccat",-34.5,-14.5,2013,1,28.82,0.017,0,0.015,NA,0,NA,0.002,NA
"iccat",-34.5,-14.5,2013,1,2,0.228,0,0,NA,0.228,NA,0,NA
"iccat",-34.5,-14.5,2013,2,36.5,0.171,0,0.024,NA,0.049,NA,0.098,NA
"iccat",-34.5,-14.5,2013,2,12,0.461,0,0,NA,0.461,NA,0,NA
"iccat",-34.5,-14.5,2013,2,9,0.026,0,0.007,NA,0.014,NA,0.005,NA
"iccat",-34.5,-14.5,2013,2,2,0.994,0,0,NA,0.424,NA,0.57,NA
"iccat",-34.5,-14.5,2013,3,43.66,0.029,0,0.014,NA,0.005,NA,0.01,NA
"iccat",-34.5,-14.5,2013,3,121.5,0.412,0,0.024,NA,0.066,NA,0.322,NA
"iccat",-34.5,-14.5,2013,3,13.4,1.733,0,0.435,NA,0.065,NA,1.233,NA
"iccat",-34.5,-14.5,2013,3,7.7,0.039,0,0.01,NA,0.022,NA,0.007,NA
"iccat",-34.5,-14.5,2013,4,6,0.016,0,0.01,NA,0.006,NA,0,NA
"iccat",-34.5,-14.5,2013,4,4.9,0.507,0,0.175,NA,0.19,NA,0.142,NA
"iccat",-34.5,-14.5,2013,4,2.1,0.239,0,0,NA,0.239,NA,0,NA
"iccat",-34.5,-14.5,2013,4,22,0.018,0,0.018,NA,0,NA,0,NA
"iccat",-34.5,-14.5,2013,4,168,0.257,0,0.059,NA,0.041,NA,0.157,NA
"iccat",-34.5,-14.5,2013,4,9.9,0.037,0,0,NA,0.037,NA,0,NA
"iccat",-34.5,-14.5,2013,5,18.6,0.009,0,0.009,NA,0,NA,0,NA
"iccat",-34.5,-14.5,2013,5,1,0.003,0,0,NA,0.003,NA,0,NA
"iccat",-34.5,-14.5,2013,5,15.1,0.082,0,0.012,NA,0.016,NA,0.054,NA
"iccat",-34.5,-14.5,2013,5,6.3,0.804,0,0.295,NA,0.271,NA,0.238,NA
"iccat",-34.5,-14.5,2013,5,5.7,0.02,0,0.01,NA,0.008,NA,0.002,NA
"iccat",-34.5,-14.5,2013,5,4.41,0.015,0,0,NA,0.015,NA,0,NA
"iccat",-34.5,-14.5,2013,5,15.4,0.019,0,0,NA,0.019,NA,0,NA
"iccat",-34.5,-14.5,2013,6,23.6,0.216,0,0.072,NA,0.042,NA,0.102,NA
"iccat",-34.5,-14.5,2013,6,6.3,0.715,0,0.265,NA,0.245,NA,0.205,NA
"iccat",-34.5,-14.5,2013,6,4.04,0.01,0,0.004,NA,0.006,NA,0,NA
"iccat",-34.5,-14.5,2013,7,9.5,0.212,0,0.054,NA,0.051,NA,0.107,NA
"iccat",-34.5,-14.5,2013,7,6.3,0.693,0,0.255,NA,0.263,NA,0.175,NA
"iccat",-34.5,-14.5,2013,7,2,0.017,0,0.01,NA,0,NA,0.007,NA
"iccat",-34.5,-14.5,2013,7,12.07,0.013,0,0,NA,0,NA,0.013,NA
"iccat",-34.5,-14.5,2013,7,23.1,0.007,0,0,NA,0.007,NA,0,NA
"iccat",-34.5,-14.5,2013,8,26,0.177,0,0.038,NA,0.041,NA,0.098,NA
"iccat",-34.5,-14.5,2013,8,6.3,0.498,0,0.192,NA,0.136,NA,0.17,NA
"iccat",-34.5,-14.5,2013,8,3,0.018,0,0.004,NA,0.011,NA,0.003,NA
"iccat",-34.5,-14.5,2013,8,27.6,0.01,0,0,NA,0,NA,0.01,NA
"iccat",-34.5,-14.5,2013,8,2.7,0.004,0,0,NA,0.004,NA,0,NA
"iccat",-34.5,-14.5,2013,9,15.6,0.074,0,0,NA,0,NA,0.074,NA
"iccat",-34.5,-14.5,2013,9,6.3,0.475,0,0.193,NA,0.124,NA,0.158,NA
"iccat",-34.5,-14.5,2013,9,2.4,0.004,0,0.004,NA,0,NA,0,NA
"iccat",-34.5,-14.5,2013,9,21.8,0.001,0,0,NA,0,NA,0.001,NA
"iccat",-34.5,-14.5,2013,10,18,0.118,0,0,NA,0,NA,0.118,NA
"iccat",-34.5,-14.5,2013,10,4.2,0.303,0,0.093,NA,0.107,NA,0.103,NA
"iccat",-34.5,-14.5,2013,11,4.7,0.063,0,0,NA,0,NA,0.063,NA
"iccat",-34.5,-14.5,2013,11,7.7,0.085,0,0.031,NA,0.027,NA,0.027,NA
"iccat",-34.5,-14.5,2013,12,12.6,0.077,0,0,NA,0,NA,0.077,NA
"iccat",-34.5,-14.5,2014,2,9,0,60,NA,0,NA,0,NA,60
"iccat",-34.5,-14.5,2014,2,3,0,3,NA,0,NA,3,NA,0
"iccat",-34.5,-14.5,2014,2,8,0.94,0,0,NA,0.94,NA,0,NA
"iccat",-34.5,-14.5,2014,6,7.2,0,3,NA,0,NA,3,NA,0
"iccat",-34.5,-14.5,2014,9,2.05,0,4,NA,0,NA,4,NA,0
"iccat",-34.5,-14.5,2014,10,0.7,0,1,NA,0,NA,1,NA,0
"iccat",-34.5,-14.5,2014,11,2,0.593,0,0.071,NA,0.041,NA,0.481,NA
"iccat",-34.5,-14.5,2014,11,4.56,4.671,0,0,NA,4.671,NA,0,NA
"iccat",-34.5,-14.5,2014,11,4.56,0,173,NA,0,NA,173,NA,0
"iccat",-34.5,-14.5,2014,12,17.1,13.944,0,0.092,NA,13.551,NA,0.301,NA
"iccat",-34.5,-14.5,2014,12,17.1,0,541,NA,2,NA,531,NA,8
"iccat",-34.5,-14.5,2015,2,27.5,13.716,0,0,NA,13.716,NA,0,NA
"iccat",-34.5,-14.5,2015,3,17.6,6.621,0,0,NA,6.621,NA,0,NA
"iccat",-34.5,-14.5,2015,9,28.82,14.193,0,0,NA,13.941,NA,0.252,NA
"iccat",-34.5,-14.5,2015,10,74,10.757,0,0,NA,10.757,NA,0,NA
"iccat",-34.5,-14.5,2015,11,7.68,2.64,0,0,NA,2.64,NA,0,NA
"iccat",-34.5,-14.5,2015,11,0.8,0.13,0,0,NA,0.13,NA,0,NA
"iccat",-34.5,-14.5,2015,12,0.8,2.286,0,0,NA,2.286,NA,0,NA
"iccat",-34.5,-14.5,2016,1,0.6,0.134,0,0,NA,0.134,NA,0,NA
"iccat",-34.5,-14.5,2016,1,0.4,0.097,0,0,NA,0.097,NA,0,NA
"iccat",-34.5,-14.5,2016,11,33.84,17.522,0,0,NA,17.12,NA,0.402,NA
"iccat",-34.5,-14.5,2016,11,0.8,0.75,0,0,NA,0.75,NA,0,NA
"iccat",-34.5,-14.5,2016,12,3.9,3.545,0,0,NA,3.545,NA,0,NA
"iccat",-34.5,-14.5,2017,1,114.6,74.683,0,0,NA,74.136,NA,0.547,NA
"iccat",-34.5,-14.5,2017,1,0.8,0.229,0,0.173,NA,0.056,NA,0,NA
"iccat",-34.5,-14.5,2017,5,39.8,0,4,NA,0,NA,0,NA,4
"iccat",-34.5,-14.5,2017,7,33.586,0,53,NA,0,NA,0,NA,53
"iccat",-34.5,-14.5,2017,9,32.4,0,360,NA,0,NA,360,NA,0
"iccat",-34.5,-14.5,2017,10,0.8,0.701,0,0.336,NA,0,NA,0.365,NA
"iccat",-34.5,-14.5,2017,11,3.6,0.806,0,0.113,NA,0.58,NA,0.113,NA
"iccat",-34.5,-14.5,2017,11,0.8,2.412,0,1.244,NA,0,NA,1.168,NA
"iccat",-34.5,-14.5,2017,12,0.8,0.717,0,0.18,NA,0,NA,0.537,NA
"iccat",-34.5,-14.5,2018,1,1.2,2.038,0,0,NA,2.038,NA,0,NA
"iccat",-34.5,-14.5,2018,1,0.8,0.339,0,0,NA,0.259,NA,0.08,NA
"iccat",-34.5,-14.5,2018,4,2.4,0,5,NA,5,NA,0,NA,0
"iccat",-34.5,-14.5,2018,9,5.1,0,8,NA,8,NA,0,NA,0
"iccat",-34.5,-14.5,2018,10,6.3,0,15,NA,15,NA,0,NA,0
"iccat",-34.5,-14.5,2018,11,15.12,3.37,0,0,NA,3.37,NA,0,NA
"iccat",-34.5,-14.5,2018,12,2,0.912,0,0.376,NA,0.218,NA,0.318,NA
"iccat",-34.5,-14.5,2019,1,55.2,38.4,0,0.158,NA,38.024,NA,0.218,NA
"iccat",-34.5,-14.5,2019,1,2.4,1.328,0,0.276,NA,1.052,NA,0,NA
"iccat",-34.5,-14.5,2019,2,96.04,27.589,0,0,NA,27.589,NA,0,NA
"iccat",-34.5,-14.5,2019,11,44.5,8.486,0,6.34,NA,1.72,NA,0.426,NA
"iccat",-34.5,-14.5,2019,11,2.4,0.764,0,0.686,NA,0,NA,0.078,NA
"iccat",-34.5,-14.5,2019,12,28.98,5.918,0,3.062,NA,2.637,NA,0.219,NA
"iccat",-34.5,-14.5,2020,6,73.2,0,1005,NA,750,NA,156,NA,99
"iccat",-34.5,-14.5,2020,11,17.52,7.251,0,0.206,NA,6.901,NA,0.144,NA
"iccat",-34.5,-14.5,2021,12,26.18,21.567,0,0.023,NA,21.524,NA,0.02,NA
"iccat",-34.5,-14.5,2022,1,28.76,24.84,0,0,NA,24.696,NA,0.144,NA
"iccat",-34.5,-14.5,2022,6,6,0.006,0,0,NA,0,NA,0.006,NA
"iccat",-34.5,-14.5,2022,11,1.7,0.007,0,0.001,NA,0.006,NA,0,NA
"iccat",-34.5,-14.5,2022,12,1.8,0.004,0,0,NA,0.001,NA,0.003,NA
"iccat",-34.5,-14.5,2023,1,4.2,5.588,0,0,NA,5.588,NA,0,NA
"iccat",-34.5,-14.5,2023,12,13.2,0,484,NA,0,NA,0,NA,484
"iccat",-34.5,-14.5,2024,1,18.98,42.779,0,0,NA,42.779,NA,0,NA
"iccat",-34.5,-14.5,2024,2,28.8,0,13,NA,9,NA,0,NA,4
"iccat",-34.5,-14.5,2024,4,20.9,0,16,NA,0,NA,14,NA,2
"iccat",-34.5,-14.5,2024,6,7.8,0,5,NA,2,NA,0,NA,3
"iccat",-29.5,-14.5,1959,2,31.205,0,1570,NA,6,NA,1231,NA,333
"iccat",-29.5,-14.5,1959,3,10.402,0,455,NA,2,NA,282,NA,171
"iccat",-29.5,-14.5,1961,1,NA,683.7,0,0,NA,658.4,NA,25.3,NA
"iccat",-29.5,-14.5,1962,3,22.672,0,550,NA,21,NA,479,NA,50
"iccat",-29.5,-14.5,1963,2,112.406,0,2356,NA,14,NA,2264,NA,78
"iccat",-29.5,-14.5,1963,3,96.307,0,2304,NA,13,NA,2189,NA,102
"iccat",-29.5,-14.5,1963,4,10.56,0,186,NA,6,NA,158,NA,22
"iccat",-29.5,-14.5,1963,9,3.68,0,50,NA,3,NA,37,NA,10
"iccat",-29.5,-14.5,1963,10,4.032,0,216,NA,14,NA,197,NA,5
"iccat",-29.5,-14.5,1964,1,102.281,0,4001,NA,18,NA,3922,NA,61
"iccat",-29.5,-14.5,1964,2,136.409,0,3629,NA,25,NA,3487,NA,117
"iccat",-29.5,-14.5,1964,3,141.634,0,1717,NA,10,NA,1588,NA,119
"iccat",-29.5,-14.5,1964,10,4.014,0,50,NA,2,NA,46,NA,2
"iccat",-29.5,-14.5,1964,12,3.268,0,172,NA,3,NA,164,NA,5
"iccat",-29.5,-14.5,1965,1,108.76,0,3941,NA,21,NA,3830,NA,90
"iccat",-29.5,-14.5,1965,2,24.096,0,593,NA,3,NA,571,NA,19
"iccat",-29.5,-14.5,1965,11,49.59,0,814,NA,28,NA,716,NA,70
"iccat",-29.5,-14.5,1965,12,8.008,0,200,NA,2,NA,192,NA,6
"iccat",-29.5,-14.5,1966,1,86.457,0,1758,NA,11,NA,1725,NA,22
"iccat",-29.5,-14.5,1966,2,10.395,0,281,NA,8,NA,259,NA,14
"iccat",-29.5,-14.5,1967,1,50.4,0,1371,NA,6,NA,1336,NA,29
"iccat",-29.5,-14.5,1968,10,11.592,0,236,NA,11,NA,209,NA,16
"iccat",-29.5,-14.5,1968,11,61.596,0,2345,NA,37,NA,2255,NA,53
"iccat",-29.5,-14.5,1968,12,27.991,0,676,NA,9,NA,641,NA,26
"iccat",-29.5,-14.5,1968,12,15.402,0,1141,NA,3,NA,1121,NA,17
"iccat",-29.5,-14.5,1969,2,13.87,0,360,NA,6,NA,345,NA,9
"iccat",-29.5,-14.5,1969,10,6.908,0.9,0,0.1,NA,0.8,NA,0,NA
"iccat",-29.5,-14.5,1969,10,6.908,0,51,NA,3,NA,48,NA,0
"iccat",-29.5,-14.5,1970,1,27.94,0,819,NA,3,NA,798,NA,18
"iccat",-29.5,-14.5,1970,2,45.927,27.9,0,0,NA,25.9,NA,2,NA
"iccat",-29.5,-14.5,1970,2,45.927,0,1583,NA,0,NA,1545,NA,38
"iccat",-29.5,-14.5,1970,2,22.23,0,579,NA,0,NA,573,NA,6
"iccat",-29.5,-14.5,1970,10,53.302,20,0,1.3,NA,15.9,NA,2.8,NA
"iccat",-29.5,-14.5,1970,10,53.302,0,1028,NA,24,NA,951,NA,53
"iccat",-29.5,-14.5,1970,11,73.728,18.3,0,0.7,NA,16.6,NA,1,NA
"iccat",-29.5,-14.5,1970,11,73.728,0,1024,NA,14,NA,992,NA,18
"iccat",-29.5,-14.5,1970,12,90.744,46,0,0.7,NA,44.4,NA,0.9,NA
"iccat",-29.5,-14.5,1970,12,90.744,0,2675,NA,13,NA,2646,NA,16
"iccat",-29.5,-14.5,1971,3,14.545,4.5,0,0,NA,4.5,NA,0,NA
"iccat",-29.5,-14.5,1971,3,14.545,0,289,NA,0,NA,289,NA,0
"iccat",-29.5,-14.5,1971,11,8.168,4.7,0,0,NA,4.5,NA,0.2,NA
"iccat",-29.5,-14.5,1971,11,8.168,0,292,NA,0,NA,288,NA,4
"iccat",-29.5,-14.5,1972,1,21.828,5.5,0,0,NA,5.5,NA,0,NA
"iccat",-29.5,-14.5,1972,1,21.828,0,363,NA,0,NA,363,NA,0
"iccat",-29.5,-14.5,1972,2,207.827,82.8,0,0.3,NA,82,NA,0.5,NA
"iccat",-29.5,-14.5,1972,2,207.827,0,5478,NA,6,NA,5459,NA,13
"iccat",-29.5,-14.5,1972,2,2.723,0,37,NA,0,NA,37,NA,0
"iccat",-29.5,-14.5,1972,10,31.688,5.2,0,0,NA,5.2,NA,0,NA
"iccat",-29.5,-14.5,1972,10,31.688,0,344,NA,0,NA,344,NA,0
"iccat",-29.5,-14.5,1972,12,13.53,2.1,0,0,NA,2.1,NA,0,NA
"iccat",-29.5,-14.5,1972,12,13.53,0,141,NA,0,NA,141,NA,0
"iccat",-29.5,-14.5,1973,10,65.853,6.3,0,0.7,NA,4,NA,1.6,NA
"iccat",-29.5,-14.5,1973,10,65.853,0,327,NA,20,NA,266,NA,41
"iccat",-29.5,-14.5,1973,11,80.619,14.7,0,1.4,NA,13.1,NA,0.2,NA
"iccat",-29.5,-14.5,1973,11,80.619,0,922,NA,37,NA,879,NA,6
"iccat",-29.5,-14.5,1973,12,463.961,121.9,0,1.8,NA,116.2,NA,3.9,NA
"iccat",-29.5,-14.5,1973,12,463.961,0,7937,NA,47,NA,7790,NA,100
"iccat",-29.5,-14.5,1974,1,506.954,119.7,0,0.6,NA,113.7,NA,5.4,NA
"iccat",-29.5,-14.5,1974,1,506.954,0,7385,NA,16,NA,7227,NA,142
"iccat",-29.5,-14.5,1974,2,179.118,42.8,0,0,NA,40,NA,2.8,NA
"iccat",-29.5,-14.5,1974,2,179.118,0,2617,NA,0,NA,2543,NA,74
"iccat",-29.5,-14.5,1974,3,35.215,8.5,0,0,NA,8.2,NA,0.3,NA
"iccat",-29.5,-14.5,1974,3,35.215,0,528,NA,0,NA,519,NA,9
"iccat",-29.5,-14.5,1974,10,19.666,4.6,0,0.3,NA,3.9,NA,0.4,NA
"iccat",-29.5,-14.5,1974,10,19.666,0,263,NA,7,NA,246,NA,10
"iccat",-29.5,-14.5,1974,10,19.984,9.6,0,0,NA,4.9,NA,4.7,NA
"iccat",-29.5,-14.5,1974,11,33.919,10.6,0,0.5,NA,9.8,NA,0.3,NA
"iccat",-29.5,-14.5,1974,11,33.919,0,641,NA,13,NA,621,NA,7
"iccat",-29.5,-14.5,1974,12,226.102,89.5,0,1.8,NA,85.8,NA,1.9,NA
"iccat",-29.5,-14.5,1974,12,226.102,0,5555,NA,50,NA,5455,NA,50
"iccat",-29.5,-14.5,1975,1,241.989,58.4,0,0.4,NA,56.2,NA,1.8,NA
"iccat",-29.5,-14.5,1975,1,241.989,0,3835,NA,11,NA,3772,NA,52
"iccat",-29.5,-14.5,1975,2,231.04,44.6,0,4.5,NA,39,NA,1.1,NA
"iccat",-29.5,-14.5,1975,10,75.95,16.1,0,1.7,NA,14.2,NA,0.2,NA
"iccat",-29.5,-14.5,1975,10,75.95,0,1009,NA,46,NA,956,NA,7
"iccat",-29.5,-14.5,1975,10,22.24,16.6,0,2.3,NA,7.8,NA,6.5,NA
"iccat",-29.5,-14.5,1975,11,401.894,105.8,0,4.2,NA,97.9,NA,3.7,NA
"iccat",-29.5,-14.5,1975,11,401.894,0,6796,NA,113,NA,6577,NA,106
"iccat",-29.5,-14.5,1975,11,15.89,4.3,0,0.4,NA,3.1,NA,0.8,NA
"iccat",-29.5,-14.5,1975,12,26.437,10.8,0,0.2,NA,10.5,NA,0.1,NA
"iccat",-29.5,-14.5,1975,12,26.437,0,713,NA,4,NA,705,NA,4
"iccat",-29.5,-14.5,1976,1,20.525,5.8,0,0.1,NA,5.7,NA,0,NA
"iccat",-29.5,-14.5,1976,1,20.525,0,432,NA,3,NA,428,NA,1
"iccat",-29.5,-14.5,1976,10,3.292,0.3,0,0,NA,0.3,NA,0,NA
"iccat",-29.5,-14.5,1976,10,3.292,0,24,NA,2,NA,22,NA,0
"iccat",-29.5,-14.5,1976,10,50.4,29,0,4.5,NA,12.2,NA,12.3,NA
"iccat",-29.5,-14.5,1976,11,15.632,3.3,0,0.1,NA,3.2,NA,0,NA
"iccat",-29.5,-14.5,1976,11,15.632,0,245,NA,3,NA,242,NA,0
"iccat",-29.5,-14.5,1976,11,275.1,133.1,0,32.4,NA,67.2,NA,33.5,NA
"iccat",-29.5,-14.5,1976,12,35.993,9.6,0,0.1,NA,9.4,NA,0.1,NA
"iccat",-29.5,-14.5,1976,12,35.993,0,709,NA,3,NA,704,NA,2
"iccat",-29.5,-14.5,1976,12,67.2,31.3,0,1.1,NA,26.8,NA,3.4,NA
"iccat",-29.5,-14.5,1977,1,155.993,37.7,0,1.7,NA,34.6,NA,1.4,NA
"iccat",-29.5,-14.5,1977,1,155.993,0,2427,NA,45,NA,2343,NA,39
